Crash ID,$1000 Damage to Any One Person's Property,Active School Zone Flag,Adjusted Average Daily Traffic Amount,Agency,At Intersection Flag,Average Daily Traffic Amount,Average Daily Traffic Year,Case ID,Construction Zone Flag,Construction Zone Workers Present Flag,Crash Death Count,Crash Incapacitating Injury Count,Crash Non-incapacitating Injury Count,Crash Not Injured Count,Crash Possible Injury Count,Crash Severity,Crash Time,Crash Total Injury Count,Crash Unknown Injury Count,Crash Year,Day of Week,First Harmful Event,Highway System,Intersecting Street Name,Intersection Related,Latitude,Light Condition,Longitude,Manner of Collision,Number of Lanes,Other Factor,Outside Shoulder Width on Divided Highway,Physical Feature 1,Private Drive Flag,Property Damages,Right of Way Usual Width,Road Class,Roadway Alignment,Roadway Part,Roadway Relation,Roadway Type,Speed Limit,Street Name,Street Number,Surface Condition,Traffic Control Type,Weather Condition,Person Helmet
12040933,False,False,21351,Austin Police Department,True,21351,2014,111180044,False,No,0,0,1,1,0,Non-Incapacitating Injury,14,1,0,2011,Thursday,Pedalcyclist,State Loop,CONGRESS AVE,Intersection,30.26339563,"Dark, Lighted",-97.74449683,One Motor Vehicle - Going Straight,4,Not Applicable,10,Not Applicable,False,NONE,80,US & State Highways,"Straight, Level",Main/Proper Lane,On Roadway,"4 Or More Lanes, Undivided",35,SL0343,100,Dry,Signal Light,Clear,Not Worn
12057859,False,False,,Austin Police Department,False,,,11-1180612,False,No,0,0,0,0,1,Possible Injury,842,1,1,2011,Thursday,Pedalcyclist,,UNKNOWN,Intersection Related,30.3301238,Daylight,-97.72370432,One Motor Vehicle - Turning Right,,Not Applicable,,Not Applicable,False,NONE,,US & State Highways,"Straight, Level",Main/Proper Lane,On Roadway,,0,N LAMAR BLVD,6136,Dry,Signal Light,Clear,Not Worn
12057247,False,False,,Austin Police Department,False,,,111191934,False,No,0,0,1,3,0,Non-Incapacitating Injury,1952,1,0,2011,Friday,Pedalcyclist,,ROSEWOOD AVE,Intersection Related,30.26841174,Daylight,-97.72714361,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Curve, Level",Main/Proper Lane,On Roadway,,0,E 11TH ST,1212,Dry,Signal Light,Clear,Not Worn
12057939,True,False,,Austin Police Department,True,,,111201365,False,No,0,0,2,1,0,Non-Incapacitating Injury,1504,2,0,2011,Saturday,Pedalcyclist,Farm To Market,W GLEN ALLEN ST,Intersection Related,,Daylight,,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,Farm To Market,"Straight, Level",Main/Proper Lane,On Roadway,,35,FM2304,,Dry,Stop Sign,Clear,"Worn, Damaged"
12057939,True,False,,Austin Police Department,True,,,111201365,False,No,0,0,2,1,0,Non-Incapacitating Injury,1504,2,0,2011,Saturday,Pedalcyclist,Farm To Market,W GLEN ALLEN ST,Intersection Related,,Daylight,,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,Farm To Market,"Straight, Level",Main/Proper Lane,On Roadway,,35,FM2304,,Dry,Stop Sign,Clear,"Worn, Damaged"
12274259,False,False,,Austin Police Department,False,,,111211473,False,No,0,1,0,4,0,Incapacitating Injury,1724,1,0,2011,Sunday,Pedalcyclist,,,Non Intersection,30.19541623,Daylight,-97.7292208,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,,30,FENCE ROW,5861,Dry,None,Cloudy,Not Worn
12057229,False,False,,Austin Police Department,False,,,111230875,False,No,0,0,1,1,0,Non-Incapacitating Injury,1220,1,0,2011,Tuesday,Pedalcyclist,,,Driveway Access,30.31143477,Daylight,-97.70704247,One Motor Vehicle - Turning Left,,One Vehicle Entering Driveway,,Entrance To Or Exit From Private Property Or Driveway,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,35,CAMERON RD,5327,Dry,None,Clear,"Worn, Not Damaged"
12057718,False,False,,Austin Police Department,False,,,111231453,False,No,0,0,1,1,0,Non-Incapacitating Injury,1709,1,0,2011,Tuesday,Pedalcyclist,,,Non Intersection,,Daylight,,One Motor Vehicle - Going Straight,,One Vehicle Leaving Driveway,,In A Parking Lot,True,NONE,,Non Trafficway,"Straight, Level",Main/Proper Lane,Not Applicable,,40,W WILLIAM CANNON DR,,Dry,Signal Light,Clear,Not Worn
12079725,True,False,,Austin Police Department,False,,,11-1231767,False,No,0,1,0,1,0,Incapacitating Injury,1915,1,0,2011,Tuesday,Pedalcyclist,,GASTON PLACE DR,Intersection Related,30.31228655,Daylight,-97.68808225,One Motor Vehicle - Turning Left,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,0,WELLINGTON DR,5997,Dry,Stop Sign,Clear,"Worn, Damaged"
12057761,True,False,,Austin Police Department,True,,,111251665,False,No,0,0,1,1,0,Non-Incapacitating Injury,1715,1,0,2011,Thursday,Pedalcyclist,,CHESTNUT AVE,Intersection Related,30.28445477,Daylight,-97.71818247,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,30,MANOR RD,,Dry,Signal Light,Clear,Not Worn
12079182,True,False,,Austin Police Department,False,,,111262037,False,No,0,1,0,1,0,Incapacitating Injury,1956,1,0,2011,Friday,Pedalcyclist,,,Non Intersection,30.19582517,Dusk,-97.90673099,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,BLUE/GREY BICYCLE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,40,LA CROSSE AVE,7430,Dry,Marked Lanes,Clear,Not Worn
12057694,False,False,,Austin Police Department,True,,,11-1272096,False,No,0,1,0,1,0,Incapacitating Injury,2058,1,0,2011,Saturday,Pedalcyclist,,METRIC BLVD,Intersection Related,30.40315475,"Dark, Lighted",-97.70037247,One Motor Vehicle - Turning Left,,Not Applicable,,Not Applicable,False,BICYCLE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,35,BITTERN HOLW,,Dry,Signal Light,Clear,Not Worn
12079754,True,False,,Austin Police Department,False,,,11-1270402,False,No,0,0,1,1,0,Non-Incapacitating Injury,254,1,0,2011,Saturday,Pedalcyclist,,,Non Intersection,30.2639025,"Dark, Lighted",-97.74433038,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,35,CONGRESS AVE,85,Dry,None,Clear,Not Worn
12057650,True,False,,Austin Police Department,True,,,111280527,False,No,0,0,0,1,1,Possible Injury,408,1,0,2011,Sunday,Pedalcyclist,,E 30TH ST,Intersection Related,30.29315477,"Dark, Lighted",-97.73601246,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,25,SPEEDWAY,3001,Dry,Stop Sign,Clear,Not Worn
12057563,True,False,,Austin Police Department,True,,,11-1311616,False,No,0,0,0,1,1,Possible Injury,1730,1,0,2011,Wednesday,Pedalcyclist,,W 30TH ST,Intersection,30.29430477,Daylight,-97.73748246,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,,30,UNIVERSITY AVE,2901,Dry,Stop Sign,Clear,"Worn, Damaged"
12079644,True,False,115456,Austin Police Department,True,115456,2014,11-1311157,False,No,0,0,0,1,0,Not Injured,1346,0,1,2011,Wednesday,Pedalcyclist,US Highway,FM1325,Intersection Related,30.37099815,Daylight,-97.72159454,One Motor Vehicle - Going Straight,6,Not Applicable,10,Not Applicable,False,NONE,260,US & State Highways,"Straight, Level",Service/Frontage Road,On Roadway,"4 Or More Lanes, Divided",45,US0183,,Dry,Stop Sign,Clear,Unknown If Worn
12265693,True,False,87161,Austin Police Department,False,87161,2014,111331638,False,No,0,0,1,1,0,Non-Incapacitating Injury,1625,1,0,2011,Friday,Pedalcyclist,US Highway,,Driveway Access,30.21798733,Daylight,-97.75471661,One Motor Vehicle - Going Straight,6,One Vehicle Leaving Driveway,10,Entrance To Or Exit From Private Property Or Driveway,False,NONE,380,US & State Highways,"Straight, Level",Service/Frontage Road,On Roadway,"4 Or More Lanes, Divided",50,US0290,,Dry,None,Clear,Not Worn
12078984,False,False,,Austin Police Department,False,,,11-1341743,False,No,0,0,0,2,1,Possible Injury,1900,1,0,2011,Saturday,Pedalcyclist,,CESAR CHAVEZ ST E,Intersection Related,30.25663937,Daylight,-97.72331436,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,35,LYNN ST,99,Dry,None,Clear,Not Worn
12079434,False,False,10943,Austin Police Department,True,10943,2014,11-1340208,False,No,0,0,0,1,0,Not Injured,120,0,1,2011,Saturday,Pedalcyclist,State Spur,AVENUE F,Intersection,30.32197398,"Dark, Lighted",-97.7185631,One Motor Vehicle - Going Straight,4,Not Applicable,0,Not Applicable,False,NONE,80,US & State Highways,"Straight, Level",Main/Proper Lane,On Roadway,"4 Or More Lanes, Divided",35,SS0069,197,Dry,Flashing Red Light,Clear,"Worn, Not Damaged"
12152897,False,False,,Austin Police Department,False,,,11-1341772,False,No,0,0,1,2,0,Non-Incapacitating Injury,1914,1,0,2011,Saturday,Pedalcyclist,,,Non Intersection,30.2910521,Daylight,-97.73470897,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,0,DUVAL ST,,Dry,Bike Lane,Clear,Not Worn
12139680,False,False,,Austin Police Department,True,,,111360754,False,No,0,1,0,1,0,Incapacitating Injury,1016,1,0,2011,Monday,Pedalcyclist,,NORMANDY ST,Intersection,30.22496479,Daylight,-97.77043246,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,45,S 1ST ST,4109,Dry,Stop Sign,Clear,Unknown If Worn
12152934,True,False,,Austin Police Department,False,,,111361511,False,No,0,1,0,1,1,Incapacitating Injury,1708,2,0,2011,Monday,Pedalcyclist,,,Non Intersection,30.31641817,Daylight,-97.74092099,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,SPECIALIZED ROAD BICYCLE,,Farm To Market,"Straight, Grade",Main/Proper Lane,On Roadway,,35,BURNET RD,4564,Dry,Marked Lanes,Clear,"Worn, Unk Damage"
12079290,False,False,,Austin Police Department,False,,,11-1381330,True,No,0,0,1,2,0,Non-Incapacitating Injury,1512,1,0,2011,Wednesday,Pedalcyclist,,,Non Intersection,30.26320478,Daylight,-97.72406247,One Motor Vehicle - Going Straight,,Construction - Within Posted Road Construction Zone (Not Related To Crash),,One Or More Traffic Lanes Closed,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,0,E 7TH ST,1700,Dry,Marked Lanes,Clear,Not Worn
12079757,True,False,,Austin Police Department,False,,,111381570,False,No,0,0,1,1,0,Non-Incapacitating Injury,1704,1,0,2011,Wednesday,Pedalcyclist,,UNKNOWN,Intersection Related,30.30701477,Daylight,-97.70963247,One Motor Vehicle - Turning Right,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,30,BARBARA JORDAN BLVD,1200,Dry,Stop Sign,Clear,"Worn, Damaged"
12152965,True,False,,Austin Police Department,True,,,111381356,False,No,0,0,0,1,1,Possible Injury,1520,1,0,2011,Wednesday,Pedalcyclist,,E RIVERSIDE DR,Intersection,30.23159479,Daylight,-97.71753247,One Motor Vehicle - Turning Right,,Not Applicable,,Not Applicable,False,BICYCLE,,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,,30,CROSSING PL,,Dry,Signal Light,Cloudy,Not Worn
12079295,False,False,33647,Austin Police Department,False,33647,2014,111392120,False,No,0,0,0,1,0,Not Injured,1945,0,1,2011,Thursday,Pedalcyclist,State Loop,,Driveway Access,30.26398948,Daylight,-97.75733211,One Motor Vehicle - Turning Right,6,One Vehicle Leaving Driveway,0,Entrance To Or Exit From Private Property Or Driveway,False,NONE,120,US & State Highways,"Straight, Level",Main/Proper Lane,On Roadway,"4 Or More Lanes, Divided",40,SL0343,,Wet,Marked Lanes,Cloudy,Unknown If Worn
12079314,False,False,,Austin Police Department,False,,,11-1391413,False,No,0,0,0,1,1,Possible Injury,1521,1,0,2011,Thursday,Pedalcyclist,,BRENTWOOD ST,Intersection Related,30.33736476,Daylight,-97.72842246,One Motor Vehicle - Turning Left,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,0,WOODROW AVE,6601,Dry,Stop Sign,Unknown,Not Worn
12079706,False,False,,Austin Police Department,True,,,11-1392115,False,No,0,0,1,2,0,Non-Incapacitating Injury,2114,1,0,2011,Thursday,Pedalcyclist,,PARK PL,Intersection,30.28922477,"Dark, Lighted",-97.73275246,One Motor Vehicle - Turning Right,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Curve, Grade",Main/Proper Lane,On Roadway,,35,E DEAN KEETON ST,,Dry,Center Stripe/Divider,Clear,Unknown If Worn
12079668,False,False,,Austin Police Department,False,,,111400109,False,No,0,0,1,2,0,Non-Incapacitating Injury,56,1,0,2011,Friday,Pedalcyclist,,BARTON SPRINGS RD,Intersection Related,30.25929482,"Dark, Lighted",-97.74606176,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,35,CONGRESS AVE S,232,Dry,Marked Lanes,Clear,Not Worn
12079535,True,False,,Austin Police Department,True,,,,False,No,0,0,1,1,0,Non-Incapacitating Injury,1559,1,0,2011,Saturday,Pedalcyclist,,UNKNOWN,Intersection,30.23718405,Daylight,-97.7549131,One Motor Vehicle - Turning Left,,Not Applicable,,Not Applicable,False,NONE,,US & State Highways,"Straight, Level",Main/Proper Lane,On Roadway,,0,CONGRESS AVE S,2511,Dry,Stop Sign,Clear,Not Worn
12079177,True,False,,Austin Police Department,False,,,111420351,False,No,0,0,0,2,0,Not Injured,237,0,0,2011,Sunday,Pedalcyclist,,COLORADO ST,Intersection Related,30.26653679,"Dark, Lighted",-97.7447921,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,30,W 4TH ST,196,Dry,None,Cloudy,Not Worn
12079473,True,False,33647,Austin Police Department,False,33647,2014,111421354,False,No,0,1,0,1,0,Incapacitating Injury,1623,1,0,2011,Sunday,Pedalcyclist,State Loop,W RIVERSIDE DR,Intersection Related,30.26448456,Daylight,-97.75711893,One Motor Vehicle - Going Straight,6,Not Applicable,0,Not Applicable,False,BICYCLE,120,US & State Highways,"Straight, Level",Main/Proper Lane,On Roadway,"4 Or More Lanes, Divided",40,SL0343,,Dry,Signal Light,Clear,Unknown If Worn
12079501,True,False,,Austin Police Department,False,,,11-1430514,False,No,0,0,1,1,0,Non-Incapacitating Injury,805,1,0,2011,Monday,Pedalcyclist,,,Driveway Access,30.25597904,Daylight,-97.74731455,One Motor Vehicle - Turning Left,,One Vehicle Entering Driveway,,Entrance To Or Exit From Private Property Or Driveway,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,35,CONGRESS AVE S,578,Dry,None,Clear,Unknown If Worn
12079386,False,False,,Austin Police Department,True,,,11-1441529,False,No,0,1,0,1,0,Incapacitating Injury,1623,1,0,2011,Tuesday,Pedalcyclist,,NORTHLOOP BLVD W,Intersection,30.32109477,Daylight,-97.72938246,One Motor Vehicle - Turning Left,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,45,N LAMAR BLVD,5299,Dry,Signal Light,Clear,Not Worn
12079407,False,False,56417,Austin Police Department,False,56417,2014,111450423,False,No,0,0,0,1,0,Not Injured,630,0,1,2011,Wednesday,Pedalcyclist,State Highway,,Non Intersection,30.20874536,Dawn,-97.65029509,One Motor Vehicle - Going Straight,6,Not Applicable,2,Not Applicable,False,NONE,200,US & State Highways,"Straight, Level",Main/Proper Lane,On Roadway,"4 Or More Lanes, Divided",0,SH0071,,Dry,None,Clear,Not Worn
12153013,False,False,,Austin Police Department,False,,,11-1451387,False,No,0,0,0,1,1,Possible Injury,1548,1,0,2011,Wednesday,Pedalcyclist,,,Non Intersection,30.27564697,Daylight,-97.74617994,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,30,NUECES ST,1214,Dry,None,Clear,Not Worn
12108202,False,False,,Austin Police Department,True,,,11-1461056,True,Yes,0,0,1,1,0,Non-Incapacitating Injury,1314,1,0,2011,Thursday,Pedalcyclist,,NELLIE ST,Intersection,30.25228478,Daylight,-97.74869246,One Motor Vehicle - Turning Right,,Construction - Within Posted Road Construction Zone (Not Related To Crash),,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,35,CONGRESS AVE S,1199,Dry,Signal Light,Clear,Not Worn
12214096,False,False,,Austin Police Department,True,,,11-1471542,False,No,0,1,0,1,0,Incapacitating Injury,1442,1,0,2011,Friday,Pedalcyclist,,LINDSHIRE LN,Intersection Related,30.1781348,Daylight,-97.83879244,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,45,W SLAUGHTER LN,,Dry,Signal Light,Clear,Not Worn
12109177,False,False,,Austin Police Department,False,,,111501128,False,No,0,0,1,1,0,Non-Incapacitating Injury,1351,1,0,2011,Monday,Pedalcyclist,,,Driveway Access,30.28260721,Daylight,-97.77638407,One Motor Vehicle - Turning Right,,One Vehicle Entering Driveway,,Entrance To Or Exit From Private Property Or Driveway,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,35,LAKE AUSTIN BLVD,2634,Dry,Bike Lane,Cloudy,"Worn, Unk Damage"
12108523,False,False,,Austin Police Department,True,,,11-1520837,False,No,0,0,0,0,1,Possible Injury,1115,1,1,2011,Wednesday,Pedalcyclist,,WALLER ST,Intersection,30.26257478,Daylight,-97.73133247,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,30,E 4TH ST,1200,Dry,Stop Sign,Clear,Not Worn
12109229,False,False,,Austin Police Department,False,,,11-1521981,False,No,0,1,0,1,0,Incapacitating Injury,2046,1,0,2011,Wednesday,Pedalcyclist,,E MARTIN LUTHER KING JR BLVD,Intersection Related,30.28203668,Daylight,-97.7069908,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,0,SANCHEZ ST,1898,Dry,Stop Sign,Clear,Not Worn
12108725,False,False,,Austin Police Department,True,,,111541234,False,No,0,0,1,1,0,Non-Incapacitating Injury,1244,1,0,2011,Friday,Pedalcyclist,,UNKNOWN,Intersection Related,30.22731479,Daylight,-97.77336246,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,,30,JAMES CASEY ST,4000,Dry,Stop Sign,Clear,Not Worn
12108749,False,False,105589,Austin Police Department,True,105589,2014,11-1551829,False,No,0,0,1,0,0,Non-Incapacitating Injury,1935,1,1,2011,Saturday,Pedalcyclist,US Highway,SL0343,Intersection,30.23164366,Daylight,-97.79168906,One Motor Vehicle - Going Straight,8,Not Applicable,10,Not Applicable,False,NONE,380,US & State Highways,"Straight, Level",Service/Frontage Road,On Roadway,"4 Or More Lanes, Divided",35,US0290,,Dry,Signal Light,Clear,"Worn, Unk Damage"
12148645,False,False,,Austin Police Department,False,,,11-1551030,False,No,0,0,1,1,0,Non-Incapacitating Injury,1215,1,0,2011,Saturday,Pedalcyclist,,,Driveway Access,30.23501207,Daylight,-97.72196841,One Motor Vehicle - Turning Left,,One Vehicle Leaving Driveway,,Entrance To Or Exit From Private Property Or Driveway,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,35,S PLEASANT VALLEY RD,,Dry,Marked Lanes,Clear,"Worn, Unk Damage"
12108391,True,False,,Austin Police Department,False,,,11-1561565,False,No,0,0,1,2,0,Non-Incapacitating Injury,1844,1,0,2011,Sunday,Pedalcyclist,,,Non Intersection,30.32758028,Daylight,-97.73973714,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,US & State Highways,"Straight, Grade",Main/Proper Lane,On Roadway,,35,BURNET RD,5349,Dry,Marked Lanes,Cloudy,Not Worn
12154840,False,False,,Austin Police Department,False,,,11-1561264,False,No,0,0,1,1,0,Non-Incapacitating Injury,1534,1,0,2011,Sunday,Pedalcyclist,,,Non Intersection,,Daylight,,One Motor Vehicle - Going Straight,,Not Applicable,,In A Parking Lot,True,BICYCLE,,Non Trafficway,"Straight, Level",Other (Explain In Narrative),Not Applicable,,45,W SLAUGHTER LN,,Dry,Stop Sign,Clear,"Worn, Damaged"
12147792,False,False,,Austin Police Department,True,,,11-1570858,False,No,0,0,1,0,0,Non-Incapacitating Injury,1220,1,1,2011,Monday,Pedalcyclist,,ESCARPMENT BLVD,Intersection Related,30.22997479,Daylight,-97.86466243,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,0,W WILLIAM CANNON DR,,Dry,Signal Light,Cloudy,Unknown If Worn
12108235,False,False,,Austin Police Department,False,,,11-1591053,False,No,0,0,1,1,0,Non-Incapacitating Injury,1252,1,0,2011,Wednesday,Pedalcyclist,,,Driveway Access,30.1926002,Daylight,-97.77725728,One Motor Vehicle - Going Straight,,One Vehicle Leaving Driveway,,Entrance To Or Exit From Private Property Or Driveway,False,HUFFY BICYCLE,,City Street,"Straight, Grade",Other (Explain In Narrative),On Roadway,,0,E WILLIAM CANNON DR,,Dry,None,Clear,Not Worn
12108599,False,False,103160,Austin Police Department,False,103160,2014,11-1601325,False,No,0,0,1,1,0,Non-Incapacitating Injury,1429,1,0,2011,Thursday,Pedalcyclist,US Highway,,Driveway Access,30.34097379,Daylight,-97.70212183,One Motor Vehicle - Turning Right,5,One Vehicle Leaving Driveway,10,Entrance To Or Exit From Private Property Or Driveway,False,NONE,260,US & State Highways,"Straight, Level",Main/Proper Lane,On Roadway,"4 Or More Lanes, Divided",45,US0183,500,Dry,None,Clear,Not Worn
12109249,True,False,,Austin Police Department,False,,,111600842,False,No,0,1,0,0,0,Incapacitating Injury,1038,1,1,2011,Thursday,Pedalcyclist,,,Driveway Access,30.23493733,Daylight,-97.75680722,One Motor Vehicle - Going Straight,,One Vehicle Leaving Driveway,,Entrance To Or Exit From Private Property Or Driveway,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,40,CONGRESS AVE S,2751,Dry,Center Stripe/Divider,Cloudy,Unknown If Worn
12148638,True,False,,Austin Police Department,False,,,111611956,False,No,0,0,1,1,0,Non-Incapacitating Injury,1903,1,0,2011,Friday,Pedalcyclist,,,Non Intersection,,Daylight,,One Motor Vehicle - Going Straight,,Not Applicable,,In A Parking Lot,True,BICYCLE,,Non Trafficway,"Straight, Level",Entrance/On Ramp,Not Applicable,,0,W SLAUGHTER LN,,Dry,None,Clear,Not Worn
12148685,False,False,,Austin Police Department,False,,,111620779,True,No,0,0,1,1,0,Non-Incapacitating Injury,900,1,0,2011,Saturday,Pedalcyclist,,,Non Intersection,30.25119302,Daylight,-97.74909312,One Motor Vehicle - Turning Right,,Construction - Within Posted Road Construction Zone (Not Related To Crash),,Parking Area Within Right Of Way,False,NONE,,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,,30,CONGRESS AVE S,1292,Dry,None,Clear,Not Worn
12147789,False,False,,Austin Police Department,True,,,111641638,False,No,0,0,0,2,1,Possible Injury,1840,1,0,2011,Monday,Pedalcyclist,,EBERHART LN,Intersection Related,30.19705479,Daylight,-97.77715246,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,DYNO MOUNTAIN BICYCLE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,45,S CONGRESS AVE,6399,Dry,Signal Light,Clear,Not Worn
12147692,False,False,34390,Austin Police Department,False,34390,2014,11-1680012,False,No,0,0,1,1,0,Non-Incapacitating Injury,2355,1,0,2011,Thursday,Pedalcyclist,Farm To Market,,Driveway Access,30.37458365,"Dark, Lighted",-97.72608007,One Motor Vehicle - Turning Left,4,One Vehicle Leaving Driveway,0,Entrance To Or Exit From Private Property Or Driveway,False,NONE,120,Farm To Market,"Straight, Level",Main/Proper Lane,On Roadway,"4 Or More Lanes, Divided",0,FM1325,,Dry,None,Clear,Unknown If Worn
12147965,False,False,,Austin Police Department,False,,,111681629,False,No,0,0,0,2,0,Not Injured,1745,0,0,2011,Friday,Pedalcyclist,,,Driveway Access,30.24329771,Daylight,-97.7193995,One Motor Vehicle - Turning Left,,One Vehicle Leaving Driveway,,Entrance To Or Exit From Private Property Or Driveway,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,0,S LAKESHORE BLVD,2457,Dry,None,Clear,Not Worn
12148113,False,False,,Austin Police Department,True,,,11-1700188,False,No,0,0,1,2,0,Non-Incapacitating Injury,123,1,0,2011,Sunday,Pedalcyclist,,E 30TH ST,Intersection,30.29315477,"Dark, Not Lighted",-97.73601246,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,,35,SPEEDWAY,3001,Dry,Stop Sign,Clear,"Worn, Not Damaged"
12148113,False,False,,Austin Police Department,True,,,11-1700188,False,No,0,0,1,2,0,Non-Incapacitating Injury,123,1,0,2011,Sunday,Pedalcyclist,,E 30TH ST,Intersection,30.29315477,"Dark, Not Lighted",-97.73601246,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,,35,SPEEDWAY,3001,Dry,Stop Sign,Clear,"Worn, Unk Damage"
12148314,True,False,15613,Austin Police Department,True,15613,2014,,False,No,0,0,1,1,0,Non-Incapacitating Injury,1806,1,0,2011,Tuesday,Pedalcyclist,State Highway,RM0620,Intersection,30.18692406,Daylight,-97.91326081,One Motor Vehicle - Going Straight,4,One Vehicle Entering Driveway,10,Entrance To Or Exit From Private Property Or Driveway,False,NONE,480,US & State Highways,"Straight, Level",Main/Proper Lane,On Roadway,"4 Or More Lanes, Divided",65,SH0045,,Dry,Yield Sign,Clear,"Worn, Not Damaged"
12148381,True,False,,Austin Police Department,True,,,11-1721194,False,No,0,0,0,0,2,Possible Injury,1621,2,0,2011,Tuesday,Pedalcyclist,,LEE BARTON DR,Intersection,30.26069478,Daylight,-97.75785246,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,35,BARTON SPRINGS RD,1250,Dry,Marked Lanes,Clear,"Worn, Not Damaged"
12163734,True,False,,Austin Police Department,True,,,11-1720926,False,No,0,0,0,1,1,Possible Injury,1350,1,0,2011,Tuesday,Pedalcyclist,,UNKNOWN,Intersection Related,30.42920578,Daylight,-97.78225413,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,NONE,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,45,SPICEWOOD SPRINGS RD,8500,Dry,Signal Light,Clear,Not Worn
