Crash ID,$1000 Damage to Any One Person's Property,Active School Zone Flag,Agency,At Intersection Flag,Construction Zone Flag,Construction Zone Workers Present Flag,Crash Death Count,Crash Incapacitating Injury Count,Crash Non-incapacitating Injury Count,Crash Not Injured Count,Crash Possible Injury Count,Crash Severity,Crash Time,Crash Total Injury Count,Crash Unknown Injury Count,Crash Year,Day of Week,First Harmful Event,Intersection Related,Latitude,Light Condition,Longitude,Manner of Collision,Other Factor,Physical Feature 1,Private Drive Flag,Property Damages,Road Class,Roadway Alignment,Roadway Part,Roadway Relation,Speed Limit,Street Name,Street Number,Surface Condition,Traffic Control Type,Weather Condition,Person Helmet,MercatorX,MercatorY
12328509,True,False,Austin Police Department,False,False,No,0,1,0,1,0,Incapacitating Injury,02:37:00,1,0,2011,Thursday,Pedalcyclist,Non Intersection,30.24283522,"Dark, Lighted",-97.71700341,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,45,S PLEASANT VALLEY RD,963,Dry,Marked Lanes,Clear,Not Worn,-10877807.061445778,3534802.3930688417
12328475,True,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,08:18:00,1,0,2011,Friday,Pedalcyclist,Intersection Related,30.37743476,Daylight,-97.75342246,One Motor Vehicle - Turning Right,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,30,MESA DR,8501,Dry,None,Clear,"Worn, Unk Damage",-10881861.21154695,3552158.4093489796
12377039,False,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,11:00:00,1,0,2011,Friday,Pedalcyclist,Intersection Related,30.30699477,Daylight,-97.72457247,One Motor Vehicle - Turning Right,Not Applicable,Not Applicable,False,NONE,City Street,"Curve, Level",Main/Proper Lane,On Roadway,35,E 45TH ST,NO DATA,Dry,Signal Light,Clear,"Worn, Not Damaged",-10878649.64535076,3543072.5109240534
12328478,False,False,Austin Police Department,True,False,No,0,0,0,0,1,Possible Injury,12:45:00,1,1,2011,Saturday,Pedalcyclist,Intersection Related,30.30717477,Daylight,-97.72446247,One Motor Vehicle - Turning Right,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,0,E 45TH ST,500,Dry,Signal Light,Clear,"Worn, Not Damaged",-10878637.400206774,3543095.720397893
12329648,True,False,Austin Police Department,False,False,No,0,0,1,0,2,Non-Incapacitating Injury,13:31:00,3,0,2011,Saturday,Pedalcyclist,Non Intersection,30.29315281,Daylight,-97.74174636,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,35,GUADALUPE ST,2714,Dry,Marked Lanes,Clear,Unknown If Worn,-10880561.4340405,3541287.8351707035
12378971,True,False,Austin Police Department,True,False,No,0,1,0,1,0,Incapacitating Injury,18:24:00,1,0,2011,Monday,Pedalcyclist,Intersection,30.28568477,Daylight,-97.71020247,One Motor Vehicle - Turning Left,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,35,MANOR RD,2901,Dry,Bike Lane,Clear,"Worn, Damaged",-10877049.984268062,3540325.0681988862
12328038,True,False,Austin Police Department,True,False,No,0,1,0,1,0,Incapacitating Injury,18:25:00,1,0,2011,Tuesday,Pedalcyclist,Intersection,30.33030968,Daylight,-97.72358814,One Motor Vehicle - Turning Left,Not Applicable,Not Applicable,False,NONE,US & State Highways,"Straight, Level",Other (Explain In Narrative),On Roadway,40,N LAMAR BLVD,6191,Dry,Signal Light,Clear,Unknown If Worn,-10878540.070236389,3546079.1257917588
12328398,False,False,Austin Police Department,True,False,No,0,0,0,1,1,Possible Injury,16:45:00,1,0,2011,Tuesday,Pedalcyclist,Intersection Related,30.28853478,Daylight,-97.75277246,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,ELECTRIC BICYCLE,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,35,N LAMAR BLVD,2399,Dry,Signal Light,Clear,Not Worn,-10881788.853877937,3540692.477975573
12328497,False,False,Austin Police Department,True,False,No,0,1,0,1,0,Incapacitating Injury,18:12:00,1,0,2011,Tuesday,Pedalcyclist,Intersection,30.28439477,Daylight,-97.71849247,One Motor Vehicle - Turning Left,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,40,MANOR RD,2221,Dry,Signal Light,Clear,Not Worn,-10877972.822846737,3540158.7710239785
12329746,False,False,Austin Police Department,False,False,No,0,0,1,1,0,Non-Incapacitating Injury,07:58:00,1,0,2011,Wednesday,Pedalcyclist,Intersection Related,30.36085476,Daylight,-97.72077246,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,30,BURRELL DR,8500,Dry,Stop Sign,Clear,Not Worn,-10878226.630172553,3550019.203279414
12377060,True,False,Austin Police Department,True,False,No,0,1,1,0,1,Incapacitating Injury,06:54:00,3,0,2011,Wednesday,Motor Vehicle In Transport,Intersection,30.25299478,"Dark, Lighted",-97.71278247,Angle - Both Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,30,N PLEASANT VALLEY RD,NO DATA,Dry,Signal Light,Clear,Unknown If Worn,-10877337.188554307,3536111.592611518
12341255,False,False,Austin Police Department,False,False,No,0,0,1,1,0,Non-Incapacitating Injury,20:38:00,1,0,2011,Thursday,Pedalcyclist,Driveway Access,30.2962549,"Dark, Lighted",-97.74226613,One Motor Vehicle - Turning Left,One Vehicle Entering Driveway,Entrance To Or Exit From Private Property Or Driveway,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,0,GUADALUPE ST,2924,Dry,None,Clear,"Worn, Not Damaged",-10880619.29457223,3541687.772868976
12377065,True,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,22:17:00,1,0,2011,Thursday,Pedalcyclist,Intersection Related,30.27895478,"Dark, Lighted",-97.73216247,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,TREK BICYCLE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,40,RED RIVER ST,NO DATA,Dry,Signal Light,Clear,Not Worn,-10879494.560285883,3539457.5121532176
12601141,False,False,Austin Police Department,False,False,No,0,0,1,1,0,Non-Incapacitating Injury,15:05:00,1,0,2011,Thursday,Pedalcyclist,Driveway Access,30.28443679,Daylight,-97.7182754,One Motor Vehicle - Turning Right,One Vehicle Entering Driveway,Entrance To Or Exit From Private Property Or Driveway,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,35,MANOR RD,2276,Dry,None,Clear,"Worn, Not Damaged",-10877948.65872487,3540164.187894401
12341198,False,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,17:15:00,1,0,2011,Friday,Pedalcyclist,Intersection,30.42920578,Daylight,-97.78225413,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,0,SPICEWOOD SPRINGS RD,8500,Dry,Signal Light,Clear,Unknown If Worn,-10885070.738370072,3558840.413445854
12341224,True,False,Austin Police Department,False,False,No,0,0,2,1,0,Non-Incapacitating Injury,16:24:00,2,0,2011,Sunday,Pedalcyclist,Non Intersection,30.28803817,Daylight,-97.64782948,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Hillcrest",Main/Proper Lane,On Roadway,30,SENDERO HILLS PKWY,5616,Dry,None,Clear,Not Worn,-10870106.654782007,3540628.4566009804
12341297,True,False,Austin Police Department,True,False,No,0,0,0,1,1,Possible Injury,08:40:00,1,0,2011,Monday,Pedalcyclist,Intersection Related,30.41520475,Daylight,-97.68839247,One Motor Vehicle - Turning Left,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,0,METRIC BLVD,NO DATA,Dry,Signal Light,Clear,Not Worn,-10874622.10617386,3557032.9729642845
12341307,False,False,Austin Police Department,False,False,No,0,0,0,2,1,Possible Injury,17:17:00,1,0,2011,Monday,Pedalcyclist,Driveway Access,30.27966947,Daylight,-97.73469251,One Motor Vehicle - Turning Right,One Vehicle Entering Driveway,Entrance To Or Exit From Private Property Or Driveway,False,NONE,Farm To Market,"Straight, Grade",Main/Proper Lane,On Roadway,30,E MARTIN LUTHER KING JR BLVD,387,Dry,Bike Lane,Clear,Not Worn,-10879776.203050368,3539549.639277517
12639194,False,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,12:08:00,1,0,2011,Tuesday,Pedalcyclist,Intersection Related,30.30027191,Daylight,-97.64819703,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,35,JOHNNY MORRIS RD,NO DATA,Dry,Signal Light,Clear,Not Worn,-10870147.57026085,3542205.6856470737
12357124,False,False,"Department Of Public Safety, State Of Texas",True,False,No,0,0,0,1,1,Possible Injury,12:00:00,1,0,2011,Thursday,Pedalcyclist,Intersection,30.28063478,Daylight,-97.73808246,One Motor Vehicle - Turning Right,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,35,W MARTIN LUTHER KING JR BLVD,NO DATA,Dry,Signal Light,Clear,Not Worn,-10880153.570558183,3539674.073641539
12415441,False,False,Austin Police Department,True,False,No,0,0,0,1,1,Possible Injury,17:56:00,1,0,2011,Friday,Pedalcyclist,Intersection,30.26247478,Daylight,-97.70383247,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,35,TILLERY ST,899,Dry,Stop Sign,Clear,Not Worn,-10876340.879111707,3537333.3435896197
12356817,True,False,Austin Police Department,True,False,No,0,0,0,1,1,Possible Injury,22:50:00,1,0,2011,Monday,Pedalcyclist,Intersection Related,30.26339563,"Dark, Lighted",-97.74449683,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,US & State Highways,"Straight, Level",Main/Proper Lane,On Roadway,30,SL0343,100,Dry,Signal Light,Clear,Not Worn,-10880867.614960343,3537452.0259697665
12584878,True,False,Austin Police Department,True,False,No,0,0,1,3,1,Non-Incapacitating Injury,17:35:00,2,0,2011,Monday,Motor Vehicle In Transport,Intersection,30.27877478,Daylight,-97.74619246,Opposite Direction - One Straight-One Left Turn,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,35,W 15TH ST,NO DATA,Dry,Signal Light,Clear,Not Worn,-10881056.371628517,3539434.3093565092
12355599,True,False,Austin Police Department,False,False,No,0,0,0,1,1,Possible Injury,18:28:00,1,0,2011,Thursday,Pedalcyclist,Driveway Access,30.31195477,Daylight,-97.68557414,One Motor Vehicle - Turning Left,One Vehicle Entering Driveway,Entrance To Or Exit From Private Property Or Driveway,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,30,GASTON PLACE DR,2157,Dry,None,Clear,Not Worn,-10874308.371113373,3543712.0764648006
12355604,False,False,Austin Police Department,False,False,No,0,0,1,1,0,Non-Incapacitating Injury,17:13:00,1,0,2011,Thursday,Pedalcyclist,Driveway Access,30.38202804,Daylight,-97.71994977,One Motor Vehicle - Going Straight,One Vehicle Leaving Driveway,Entrance To Or Exit From Private Property Or Driveway,False,NONE,City Street,"Straight, Level",Other (Explain In Narrative),On Roadway,0,RUTLAND DR,2304,Dry,None,Clear,Not Worn,-10878135.04874067,3552751.113604392
12356904,False,False,Austin Police Department,True,False,No,0,0,1,3,0,Non-Incapacitating Injury,21:51:00,1,0,2011,Thursday,Pedalcyclist,Intersection,30.19498707,"Dark, Lighted",-97.7377808,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,30,TERI RD,5197,Dry,Stop Sign,Clear,Not Worn,-10880119.98992059,3528638.3169690375
12629115,False,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,21:47:00,1,0,2011,Thursday,Pedalcyclist,Intersection Related,30.2608614,"Dark, Not Lighted",-97.75852036,One Motor Vehicle - Turning Right,Not Applicable,Not Applicable,False,NONE,US & State Highways,"Curve, Level",Main/Proper Lane,On Roadway,35,SL0343,NO DATA,Dry,Crosswalk,Clear,Unknown If Worn,-10882428.707179068,3537125.4081954565
12372301,False,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,15:53:00,1,0,2011,Friday,Pedalcyclist,Intersection Related,30.22940479,Daylight,-97.76761246,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,30,S CENTER ST,600,Dry,Stop Sign,Clear,Not Worn,-10883440.835121308,3533071.90447418
12712867,False,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,15:21:00,1,0,2011,Monday,Pedalcyclist,Intersection Related,30.41724475,Daylight,-97.75004245,One Motor Vehicle - Turning Right,"Slowing/Stopping - For Officer, Flagman, Or Traffic Control",Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,35,DUVAL RD,5799,Dry,Signal Light,Cloudy,Not Worn,-10881484.950554874,3557296.3073475966
12373729,False,False,Austin Police Department,True,False,No,0,0,0,1,1,Possible Injury,11:00:00,1,0,2011,Wednesday,Pedalcyclist,Intersection Related,30.33325658,Daylight,-97.70521838,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,35,E ST JOHNS AVE,700,Unknown,Signal Light,Unknown,Not Worn,-10876495.157907194,3546459.1993624037
12385109,True,False,Austin Police Department,False,False,No,0,0,1,3,0,Non-Incapacitating Injury,15:52:00,1,0,2011,Monday,Pedalcyclist,Non Intersection,30.23990898,Daylight,-97.76600139,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,30,5TH ST S,2693,Dry,None,Clear,Not Worn,-10883261.491629276,3534425.331759941
12618278,False,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,18:14:00,1,0,2011,Monday,Pedalcyclist,Intersection,30.20061479,"Dark, Lighted",-97.76826246,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,0,MIRA DR,NO DATA,Dry,Stop Sign,Clear,"Worn, Damaged",-10883513.192790324,3529363.1569506438
12385271,False,False,Austin Police Department,False,False,No,0,0,1,1,0,Non-Incapacitating Injury,18:22:00,1,0,2011,Wednesday,Pedalcyclist,Non Intersection,30.26232434,"Dark, Unknown Lighting",-97.72134777,One Motor Vehicle - Going Straight,Vehicle Passing Or Attempting To Pass On Left,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,35,E 7TH ST,1945,Dry,None,Clear,Not Worn,-10878290.6733888,3537313.9544601473
12601192,False,False,Austin Police Department,False,False,No,0,0,1,1,0,Non-Incapacitating Injury,17:58:00,1,0,2011,Wednesday,Pedalcyclist,Intersection Related,30.20187042,"Dark, Lighted",-97.87809189,One Motor Vehicle - Turning Left,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,35,ESCARPMENT BLVD,9582,Dry,Other (Explain In Narrative),Clear,"Worn, Not Damaged",-10895739.34901204,3529524.8854382564
12396977,False,False,Austin Police Department,True,False,No,0,0,0,2,0,Not Injured,18:34:00,0,0,2011,Friday,Pedalcyclist,Intersection,30.19917479,"Dark, Lighted",-97.79358245,One Motor Vehicle - Turning Right,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,45,EMERALD FOREST DR,NO DATA,Dry,Signal Light,Clear,"Worn, Unk Damage",-10886331.801184015,3529177.6836554944
12618363,False,False,Austin Police Department,True,False,No,0,0,1,3,0,Non-Incapacitating Injury,17:58:00,1,0,2011,Monday,Pedalcyclist,Intersection,30.23146479,"Dark, Lighted",-97.73573247,One Motor Vehicle - Turning Left,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,40,E OLTORF ST,NO DATA,Dry,Signal Light,Clear,Unknown If Worn,-10879891.970868014,3533337.316702397
12407500,False,False,Austin Police Department,True,False,No,0,0,0,1,1,Possible Injury,07:33:00,1,0,2011,Tuesday,Pedalcyclist,Intersection,30.19943479,Daylight,-97.80620245,One Motor Vehicle - Turning Left,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Hillcrest",Main/Proper Lane,On Roadway,40,MATTHEWS LN,1900,Dry,Marked Lanes,Clear,"Worn, Not Damaged",-10887736.653157827,3529211.171688639
12418514,True,False,"Department Of Public Safety, State Of Texas",True,False,No,0,1,0,1,0,Incapacitating Injury,08:11:00,1,0,2011,Tuesday,Pedalcyclist,Intersection,30.27174478,Daylight,-97.73760246,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,0,E 11TH ST,398,Dry,Signal Light,Clear,Not Worn,-10880100.137202604,3538528.1445265994
12407181,False,False,Austin Police Department,False,False,No,0,0,1,1,0,Non-Incapacitating Injury,22:52:00,1,0,2011,Wednesday,Pedalcyclist,Non Intersection,30.26292372,"Dark, Lighted",-97.72622235,One Motor Vehicle - Going Straight,Vehicle Passing Or Attempting To Pass On Left,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,30,E 6TH ST,1614,Dry,Center Stripe/Divider,Clear,Not Worn,-10878833.30915223,3537391.204413547
12407203,False,False,Austin Police Department,False,False,No,0,0,0,1,1,Possible Injury,20:22:00,1,0,2011,Wednesday,Pedalcyclist,Intersection Related,30.28161908,"Dark, Lighted",-97.74158753,One Motor Vehicle - Turning Right,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,35,W MARTIN LUTHER KING JR BLVD,398,Dry,Marked Lanes,Clear,"Worn, Not Damaged",-10880543.753165778,3539800.95719321
12407204,False,False,Austin Police Department,True,False,No,0,0,0,1,1,Possible Injury,18:24:00,1,0,2011,Wednesday,Pedalcyclist,Intersection Related,30.26777478,"Dark, Lighted",-97.74555246,One Motor Vehicle - Turning Left,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,30,W 5TH ST,300,Dry,Signal Light,Clear,"Worn, Unk Damage",-10880985.12715441,3538016.4414250576
12407207,False,False,Austin Police Department,True,False,No,0,0,0,1,1,Possible Injury,08:10:00,1,0,2011,Wednesday,Pedalcyclist,Intersection,30.31085477,Daylight,-97.72207247,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,0,DUVAL ST,4799,Dry,Stop Sign,Clear,Unknown If Worn,-10878371.346623778,3543570.2345397174
12408152,False,False,Austin Police Department,False,False,No,0,0,1,1,0,Non-Incapacitating Injury,03:45:00,1,0,2011,Thursday,Pedalcyclist,Intersection Related,30.26334857,"Dark, Lighted",-97.74451175,One Motor Vehicle - Turning Right,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,35,CONGRESS AVE,NO DATA,Dry,Yield Sign,Clear,Not Worn,-10880869.275847144,3537445.960684802
12667681,False,False,Austin Police Department,True,False,No,0,0,0,1,0,Not Injured,03:47:00,0,1,2011,Sunday,Pedalcyclist,Intersection,30.26654478,"Dark, Lighted",-97.74482246,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,35,COLORADO ST,399,Wet,Stop Sign,Rain,Unknown If Worn,-10880903.86392613,3537857.9078869494
12446276,False,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,16:00:00,1,0,2011,Thursday,Pedalcyclist,Intersection,30.25229478,Daylight,-97.71080247,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,0,CESAR CHAVEZ ST E,2998,Dry,Marked Lanes,Clear,"Worn, Not Damaged",-10877116.775962539,3536021.3836065466
12446307,False,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,17:57:00,1,0,2011,Monday,Pedalcyclist,Intersection,30.32542477,"Dark, Lighted",-97.73262246,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,0,HOUSTON ST,1200,Dry,Stop Sign,Cloudy,"Worn, Not Damaged",-10879545.766138451,3545449.124451429
12446369,True,False,Austin Police Department,True,False,No,0,0,0,2,0,Not Injured,18:22:00,0,0,2011,Monday,Pedalcyclist,Intersection,30.36819666,Daylight,-97.74248905,One Motor Vehicle - Turning Left,Not Applicable,Not Applicable,False,NONE,US & State Highways,"Straight, Grade",Service/Frontage Road,On Roadway,35,SL0001,NO DATA,Dry,Signal Light,Clear,"Worn, Not Damaged",-10880644.109913118,3550966.434589077
12446291,False,False,Austin Police Department,False,False,No,0,0,1,2,0,Non-Incapacitating Injury,15:06:00,1,0,2011,Wednesday,Pedalcyclist,Non Intersection,30.28686481,Daylight,-97.74162879,One Motor Vehicle - Going Straight,Open Door Or Object Projecting From Vehicle,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,35,GUADALUPE ST,2335,Dry,Bike Lane,Clear,Not Worn,-10880548.346207967,3540477.192066052
12667665,True,False,Austin Police Department,True,False,No,0,0,1,2,0,Non-Incapacitating Injury,07:21:00,1,0,2011,Thursday,Pedalcyclist,Intersection,30.29264477,Daylight,-97.73363246,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,30,RATHERVUE PL,NO DATA,Wet,Stop Sign,Rain,"Worn, Unk Damage",-10879658.198824152,3541222.337197208
12469887,False,False,Austin Police Department,False,False,No,0,0,0,1,1,Possible Injury,23:15:00,1,0,2011,Wednesday,Pedalcyclist,Intersection Related,30.25153194,"Dark, Lighted",-97.75429801,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,35,S 1ST ST,1301,Wet,None,Rain,Unknown If Worn,-10881958.677327117,3535923.0771422638
12470025,True,False,Austin Police Department,False,False,No,0,14,0,2,1,Incapacitating Injury,18:30:00,15,0,2011,Wednesday,Pedalcyclist,Non Intersection,30.27406572,"Dark, Lighted",-97.76065126,One Motor Vehicle - Going Straight,Slowing/Stopping-For Traffic,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,30,W 6TH ST,1407,Wet,None,Rain,Not Worn,-10882665.917882,3538827.305799309
12485071,False,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,23:32:00,1,0,2011,Thursday,Pedalcyclist,Intersection,30.27043897,"Dark, Lighted",-97.73289554,One Motor Vehicle - Turning Left,Not Applicable,Not Applicable,False,NONE,Interstate,"Straight, Grade",Service/Frontage Road,On Roadway,40,IH0035,NO DATA,Dry,Signal Light,Clear,"Worn, Not Damaged",-10879576.165264998,3538359.8331679
12484951,True,False,Austin Police Department,True,False,No,0,0,1,2,0,Non-Incapacitating Injury,15:47:00,1,0,2011,Friday,Pedalcyclist,Intersection,30.42100475,Daylight,-97.76318245,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,30,DANWOOD DR,6600,Dry,Stop Sign,Clear,"Worn, Damaged",-10882947.6886639,3557781.6831834735
12485124,False,False,Austin Police Department,True,True,No,0,0,0,2,1,Possible Injury,13:51:00,1,0,2011,Saturday,Pedalcyclist,Intersection,30.25495724,Daylight,-97.76217282,One Motor Vehicle - Turning Right,Construction - Within Posted Road Construction Zone (Not Related To Crash),Not Applicable,False,NONE,US & State Highways,"Straight, Level",Main/Proper Lane,On Roadway,40,SL0343,1199,Dry,None,Clear,Not Worn,-10882835.29716641,3536364.4982729433
12618127,False,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,15:11:00,1,0,2012,Sunday,Pedalcyclist,Intersection,30.22463479,Daylight,-97.87487243,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Curve, Grade",Main/Proper Lane,On Roadway,30,DEBCOE DR,6600,Dry,None,Clear,"Worn, Not Damaged",-10895380.96036421,3532457.3547841916
12614754,False,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,14:57:00,1,0,2012,Monday,Pedalcyclist,Intersection,30.26899478,Daylight,-97.70689247,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Hillcrest",Main/Proper Lane,On Roadway,35,WEBBERVILLE RD,3401,Dry,Stop Sign,Clear,Not Worn,-10876681.516753536,3538173.6880346457
12484284,True,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,18:22:00,1,0,2012,Wednesday,Pedalcyclist,Intersection,30.24095479,"Dark, Lighted",-97.76542246,One Motor Vehicle - Turning Left,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,30,5TH ST S,2601,Dry,None,Clear,"Worn, Unk Damage",-10883197.045436472,3534560.0885519455
12614657,True,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,08:08:00,1,0,2012,Wednesday,Pedalcyclist,Intersection,30.27292478,Daylight,-97.71377247,One Motor Vehicle - Turning Left,Not Applicable,Not Applicable,False,NONE,City Street,"Curve, Hillcrest",Main/Proper Lane,On Roadway,30,N PLEASANT VALLEY RD,1169,Dry,Bike Lane,Unknown,"Worn, Damaged",-10877447.394850193,3538680.241629566
12499171,False,False,Austin Police Department,True,False,No,0,0,1,2,0,Non-Incapacitating Injury,17:49:00,1,0,2012,Friday,Pedalcyclist,Non Intersection,30.33166477,"Dark, Lighted",-97.81137244,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Curve, Grade",Main/Proper Lane,On Roadway,30,WESTLAKE DR,4432,Wet,None,Clear,Not Worn,-10888312.173812032,3546253.895790341
12499135,False,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,14:59:00,1,0,2012,Sunday,Pedalcyclist,Intersection,30.30699477,Daylight,-97.72457247,One Motor Vehicle - Turning Right,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,35,DUVAL ST,4431,Dry,Signal Light,Cloudy,Not Worn,-10878649.64535076,3543072.5109240534
12614709,False,False,Austin Police Department,False,False,No,0,0,0,1,1,Possible Injury,15:40:00,1,0,2012,Monday,Pedalcyclist,Driveway Access,30.35171694,Daylight,-97.74901678,One Motor Vehicle - Going Straight,One Vehicle Leaving Driveway,Entrance To Or Exit From Private Property Or Driveway,False,NONE,US & State Highways,"Straight, Grade",Main/Proper Lane,On Roadway,0,SL0001,NO DATA,Wet,None,Rain,"Worn, Unk Damage",-10881370.773492755,3548840.3667269484
