Crash ID,$1000 Damage to Any One Person's Property,Active School Zone Flag,Adjusted Average Daily Traffic Amount,Agency,At Intersection Flag,Average Daily Traffic Amount,Average Daily Traffic Year,Case ID,City,Construction Zone Flag,Construction Zone Workers Present Flag,County,Crash Death Count,Crash Incapacitating Injury Count,Crash Non-incapacitating Injury Count,Crash Not Injured Count,Crash Possible Injury Count,Crash Severity,Crash Time,Crash Total Injury Count,Crash Unknown Injury Count,Crash Year,Day of Week,First Harmful Event,Highway System,Intersecting Street Name,Intersection Related,Latitude,Light Condition,Longitude,Manner of Collision,Number of Lanes,Other Factor,Outside Shoulder Width on Divided Highway,Physical Feature 1,Population Group,Private Drive Flag,Property Damages,Right of Way Usual Width,Road Class,Roadway Alignment,Roadway Part,Roadway Relation,Roadway Type,Speed Limit,Street Name,Street Number,Surface Condition,Traffic Control Type,Weather Condition,Person Helmet,Person Type
12773889,No,No,No Data,Austin Police Department,FALSE,No Data,No Data,12-1471257,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,1556,1,0,2012,Saturday,Pedalcyclist,No Data,N/A,Driveway Access,No Data,Daylight,No Data,One Motor Vehicle - Going Straight,No Data,One Vehicle Leaving Driveway,No Data,Private Drive Or Road,"250,000 Pop And Over",Yes,NONE,No Data,Non Trafficway,"Straight, Level",Other (Explain In Narrative),Not Applicable,No Data,20,W ANDERSON LN,NO DATA,Dry,Signal Light,Clear,Not Worn,Pedalcyclist
12734499,No,No,No Data,Austin Police Department,FALSE,No Data,No Data,12-1480770,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,1108,1,0,2012,Sunday,Pedalcyclist,No Data,N/A,Non Intersection,No Data,Daylight,No Data,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,In A Parking Lot,"250,000 Pop And Over",Yes,NONE,No Data,Non Trafficway,"Straight, Level",Other (Explain In Narrative),Not Applicable,No Data,0,FM0620,NO DATA,Wet,None,Clear,Not Worn,Pedalcyclist
12733606,No,No,No Data,Austin Police Department,FALSE,No Data,No Data,121500748,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,1058,1,0,2012,Tuesday,Pedalcyclist,No Data,N/A,Driveway Access,No Data,Daylight,No Data,One Motor Vehicle - Going Straight,No Data,One Vehicle Leaving Driveway,No Data,Entrance To Or Exit From Private Property Or Driveway,"250,000 Pop And Over",Yes,NONE,No Data,Non Trafficway,"Straight, Level",Other (Explain In Narrative),Not Applicable,No Data,30,N LAMAR BLVD,NO DATA,Dry,Stop Sign,Clear,Not Worn,Pedalcyclist
12765024,No,No,No Data,Austin Police Department,FALSE,No Data,No Data,121501676,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,1900,1,0,2012,Tuesday,Pedalcyclist,No Data,N/A,Non Intersection,30.41023475,Daylight,-97.75132245,One Motor Vehicle - Turning Left,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,No Data,40,TAYLOR DRAPER LN,11250,Dry,None,Clear,Not Worn,Pedalcyclist
12733677,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,121530564,Austin,No,No,Travis,0,0,0,1,1,Possible Injury,827,1,0,2012,Friday,Pedalcyclist,No Data,UNKNOWN,Intersection,30.28089478,Daylight,-97.71429247,One Motor Vehicle - Turning Left,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,0,CEDAR AVE,1899,Dry,Signal Light,Clear,Not Worn,Pedalcyclist
12784023,No,No,No Data,Austin Police Department,FALSE,No Data,No Data,12-1531726,Austin,Yes,No,Travis,0,0,1,4,0,Non-Incapacitating Injury,1834,1,0,2012,Friday,Pedalcyclist,No Data,N/A,Driveway Access,30.32061562,Daylight,-97.69608325,One Motor Vehicle - Turning Right,No Data,Construction - Within Posted Road Construction Zone (Not Related To Crash),No Data,Entrance To Or Exit From Private Property Or Driveway,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,35,CAMERON RD,NO DATA,Dry,Bike Lane,Clear,"Worn, Unk Damage",Pedalcyclist
12784056,No,No,20895,Austin Police Department,FALSE,20895,2014,12-1531857,Austin,No,No,Travis,0,0,0,2,0,Not Injured,1925,0,0,2012,Friday,Pedalcyclist,State Loop,CESAR CHAVEZ ST E,Intersection Related,30.26243787,Daylight,-97.74099345,One Motor Vehicle - Going Straight,4,Not Applicable,10,Not Applicable,"250,000 Pop And Over",No,NONE,80,US & State Highways,"Straight, Level",Main/Proper Lane,On Roadway,"4 Or More Lanes, Undivided",30,SL0343,403,Dry,Crosswalk,Clear,"Worn, Unk Damage",Pedalcyclist
12733978,No,No,174473,Austin Police Department,TRUE,174473,2014,121551444,Austin,No,No,Travis,0,0,1,0,0,Non-Incapacitating Injury,1925,1,1,2012,Sunday,Pedalcyclist,Interstate,E 46TH ST,Intersection,30.30385901,Daylight,-97.71398637,One Motor Vehicle - Turning Right,8,Slowing/Stopping-To Make Right Turn,10,Not Applicable,"250,000 Pop And Over",No,NONE,300,Interstate,"Straight, Level",Service/Frontage Road,On Roadway,"4 Or More Lanes, Divided",0,IH0035,NO DATA,Dry,None,Clear,Not Worn,Pedalcyclist
12853414,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,12-1571704,Austin,No,No,Travis,0,0,0,1,1,Possible Injury,1854,1,0,2012,Tuesday,Pedalcyclist,No Data,E WILLIAM CANNON DR,Intersection,30.1926748,Daylight,-97.77756246,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,35,CIRCLE S RD,6601,Dry,None,Clear,Not Worn,Pedalcyclist
12748050,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,12-1581082,Austin,No,No,Travis,0,0,0,2,0,Not Injured,1405,0,0,2012,Wednesday,Pedalcyclist,No Data,LAVACA ST,Intersection,30.26965478,Daylight,-97.74485246,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,No Data,30,W 7TH ST,300,Dry,Signal Light,Clear,Not Worn,Pedalcyclist
12748055,No,No,No Data,Austin Police Department,FALSE,No Data,No Data,121581465,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,1729,1,0,2012,Wednesday,Pedalcyclist,No Data,N/A,Driveway Access,30.29003983,Daylight,-97.7654004,One Motor Vehicle - Backing,No Data,One Vehicle Leaving Driveway,No Data,Private Drive Or Road,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,25,WOODMONT AVE,2243,Dry,None,Clear,"Worn, Not Damaged",Pedalcyclist
12748692,No,No,No Data,Austin Police Department,FALSE,No Data,No Data,12-1591451,Austin,No,No,Travis,0,0,1,0,0,Non-Incapacitating Injury,1825,1,1,2012,Thursday,Pedalcyclist,No Data,N/A,Driveway Access,30.32196864,Daylight,-97.7256368,One Motor Vehicle - Turning Left,No Data,One Vehicle Leaving Driveway,No Data,Private Drive Or Road,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,35,GUADALUPE ST,5437,Dry,None,Cloudy,Not Worn,Pedalcyclist
12748693,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,12-1591084,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,1510,1,0,2012,Thursday,Pedalcyclist,No Data,CLOVERLEAF DR,Intersection,30.30919477,Daylight,-97.69551247,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,35,BERKMAN DR,5601,Dry,Marked Lanes,Cloudy,Not Worn,Pedalcyclist
12785072,Yes,No,No Data,Austin Police Department,TRUE,No Data,No Data,121600565,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,837,1,0,2012,Friday,Pedalcyclist,No Data,PARKDALE DR,Intersection,30.36298476,Daylight,-97.73163246,One Motor Vehicle - Turning Left,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,30,STECK AVE,2600,Wet,None,Cloudy,"Worn, Unk Damage",Pedalcyclist
12835141,No,No,172066,Austin Police Department,FALSE,172066,2014,12-1610833,Austin,No,No,Travis,0,0,1,0,0,Non-Incapacitating Injury,1042,1,1,2012,Saturday,Pedalcyclist,Interstate,N/A,Driveway Access,30.31168601,Daylight,-97.70908535,One Motor Vehicle - Going Straight,8,One Vehicle Leaving Driveway,10,Entrance To Or Exit From Private Property Or Driveway,"250,000 Pop And Over",No,NONE,300,Interstate,"Straight, Level",Service/Frontage Road,On Roadway,"4 Or More Lanes, Divided",45,IH0035,NO DATA,Dry,Stop Sign,Clear,"Worn, Unk Damage",Pedalcyclist
12747797,No,No,No Data,Austin Police Department,FALSE,No Data,No Data,121631187,Austin,No,No,Travis,0,0,0,2,1,Possible Injury,1559,1,0,2012,Monday,Pedalcyclist,No Data,N/A,Driveway Access,30.23630446,Daylight,-97.72515962,One Motor Vehicle - Turning Right,No Data,One Vehicle Leaving Driveway,No Data,Entrance To Or Exit From Private Property Or Driveway,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,35,E RIVERSIDE DR,NO DATA,Dry,Marked Lanes,Clear,Unknown If Worn,Pedalcyclist
12760963,No,No,No Data,Austin Police Department,FALSE,No Data,No Data,12-1630591,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,958,1,0,2012,Monday,Pedalcyclist,Interstate,N/A,Non Intersection,No Data,Daylight,No Data,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Private Drive Or Road,"250,000 Pop And Over",No,NONE,No Data,Non Trafficway,"Straight, Grade",Service/Frontage Road,Not Applicable,No Data,50,IH0035,NO DATA,Dry,Marked Lanes,Clear,Not Worn,Pedalcyclist
12803804,Yes,No,No Data,Austin Police Department,TRUE,No Data,No Data,12-1641183,Austin,No,No,Travis,0,0,1,0,0,Non-Incapacitating Injury,1450,1,1,2012,Tuesday,Pedalcyclist,No Data,UNKNOWN,Intersection,30.36698989,Daylight,-97.70064582,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,35,RUTLAND DR,1007,Dry,Signal Light,Clear,Not Worn,Pedalcyclist
12758958,Yes,No,No Data,Austin Police Department,TRUE,No Data,No Data,121672059,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,2223,1,0,2012,Friday,Pedalcyclist,No Data,W RIVERSIDE DR,Intersection,30.26028478,"Dark, Lighted",-97.74963246,One Motor Vehicle - Turning Left,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,35,S 1ST ST,NO DATA,Dry,Signal Light,Clear,Not Worn,Pedalcyclist
12760890,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,12-1671412,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,1705,1,0,2012,Friday,Pedalcyclist,No Data,BRENTWOOD ST,Intersection Related,30.33398477,Daylight,-97.72127247,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,0,N LAMAR BLVD,6599,Dry,Signal Light,Clear,Not Worn,Pedalcyclist
12760892,No,No,No Data,Austin Police Department,FALSE,No Data,No Data,12-1670523,Austin,No,No,Travis,0,0,0,2,0,Not Injured,827,0,0,2012,Friday,Pedalcyclist,No Data,N/A,Driveway Access,30.28032806,Daylight,-97.75902311,One Motor Vehicle - Turning Right,No Data,One Vehicle Entering Driveway,No Data,Entrance To Or Exit From Private Property Or Driveway,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,0,W LYNN ST,1204,Dry,None,Cloudy,"Worn, Not Damaged",Pedalcyclist
12767125,Yes,No,160919,Austin Police Department,FALSE,160919,2014,12-1680501,Austin,No,No,Travis,0,0,0,1,1,Possible Injury,539,1,0,2012,Saturday,Pedalcyclist,Interstate,N/A,Non Intersection,30.19039416,"Dark, Lighted",-97.77057019,One Motor Vehicle - Going Straight,6,Not Applicable,10,Not Applicable,"250,000 Pop And Over",No,NONE,300,Interstate,"Straight, Level",Service/Frontage Road,On Roadway,"4 Or More Lanes, Divided",0,IH0035,NO DATA,Dry,Signal Light,Clear,Not Worn,Pedalcyclist
12832878,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,121680816,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,1112,1,0,2012,Saturday,Pedalcyclist,No Data,N LAMAR BLVD,Intersection Related,30.28686478,Daylight,-97.75313246,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,0,SHOAL CREEK BLVD,2201,Dry,Yield Sign,Clear,"Worn, Not Damaged",Pedalcyclist
12919603,Yes,No,No Data,Austin Police Department,FALSE,No Data,No Data,12-1680267,Austin,No,No,Travis,0,0,4,0,0,Non-Incapacitating Injury,221,4,1,2012,Saturday,Pedalcyclist,No Data,N/A,Non Intersection,30.27197469,"Dark, Lighted",-97.75513021,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,30,W 6TH ST,1102,Dry,Marked Lanes,Clear,Not Worn,Pedalcyclist
12919603,Yes,No,No Data,Austin Police Department,FALSE,No Data,No Data,12-1680267,Austin,No,No,Travis,0,0,4,0,0,Non-Incapacitating Injury,221,4,1,2012,Saturday,Pedalcyclist,No Data,N/A,Non Intersection,30.27197469,"Dark, Lighted",-97.75513021,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,30,W 6TH ST,1102,Dry,Marked Lanes,Clear,Not Worn,Pedalcyclist
12919603,Yes,No,No Data,Austin Police Department,FALSE,No Data,No Data,12-1680267,Austin,No,No,Travis,0,0,4,0,0,Non-Incapacitating Injury,221,4,1,2012,Saturday,Pedalcyclist,No Data,N/A,Non Intersection,30.27197469,"Dark, Lighted",-97.75513021,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,30,W 6TH ST,1102,Dry,Marked Lanes,Clear,Not Worn,Pedalcyclist
12919603,Yes,No,No Data,Austin Police Department,FALSE,No Data,No Data,12-1680267,Austin,No,No,Travis,0,0,4,0,0,Non-Incapacitating Injury,221,4,1,2012,Saturday,Pedalcyclist,No Data,N/A,Non Intersection,30.27197469,"Dark, Lighted",-97.75513021,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,30,W 6TH ST,1102,Dry,Marked Lanes,Clear,Not Worn,Pedalcyclist
12757336,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,12-1701310,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,1733,1,0,2012,Monday,Pedalcyclist,No Data,PARKFIELD DR,Intersection Related,30.36733476,Daylight,-97.70628247,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,45,W RUNDBERG LN,NO DATA,Dry,Signal Light,Clear,Not Worn,Pedalcyclist
12803766,No,No,No Data,Austin Police Department,FALSE,No Data,No Data,12-1721094,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,1348,1,0,2012,Wednesday,Pedalcyclist,No Data,N/A,Driveway Access,30.2099831,Daylight,-97.78579031,One Motor Vehicle - Going Straight,No Data,One Vehicle Leaving Driveway,No Data,Private Drive Or Road,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,No Data,35,W STASSNEY LN,NO DATA,Dry,Marked Lanes,Cloudy,Not Worn,Pedalcyclist
12767225,Yes,No,No Data,Austin Police Department,TRUE,No Data,No Data,12-1730406,Austin,No,No,Travis,0,0,0,1,1,Possible Injury,719,1,0,2012,Thursday,Pedalcyclist,No Data,E 45TH ST,Intersection Related,30.30361477,Daylight,-97.71599247,One Motor Vehicle - Turning Left,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,0,AIRPORT BLVD,4509,Dry,Signal Light,Clear,"Worn, Not Damaged",Pedalcyclist
12766636,No,No,No Data,Austin Police Department,FALSE,No Data,No Data,121740590,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,906,1,0,2012,Friday,Pedalcyclist,No Data,N/A,Driveway Access,30.27296426,Daylight,-97.74481732,One Motor Vehicle - Turning Left,No Data,One Vehicle Entering Driveway,No Data,Private Drive Or Road,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,0,GUADALUPE ST,1023,Dry,Marked Lanes,Clear,Not Worn,Pedalcyclist
12766743,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,12-1751214,Austin,No,No,Travis,0,0,1,4,0,Non-Incapacitating Injury,1508,1,0,2012,Saturday,Pedalcyclist,No Data,W 4TH ST,Intersection,30.26716478,Daylight,-97.74698246,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,No Data,35,GUADALUPE ST,401,Dry,Signal Light,Clear,Not Worn,Pedalcyclist
12766684,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,121770533,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,901,1,0,2012,Monday,Pedalcyclist,No Data,SAN ANTONIO ST,Intersection,30.27508478,Daylight,-97.74520246,One Motor Vehicle - Turning Left,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,No Data,30,W 12TH ST,NO DATA,Dry,Stop Sign,Cloudy,Not Worn,Pedalcyclist
12833010,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,121830677,Austin,No,No,Travis,0,0,1,3,0,Non-Incapacitating Injury,931,1,0,2012,Sunday,Pedalcyclist,No Data,CLAY AVE,Intersection,30.32781477,Daylight,-97.73975246,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,Unknown,Main/Proper Lane,On Roadway,No Data,45,BURNET RD,5355,Wet,Stop Sign,Rain,"Worn, Not Damaged",Pedalcyclist
12781979,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,121840422,Austin,No,No,Travis,0,1,0,1,0,Incapacitating Injury,726,1,0,2012,Monday,Pedalcyclist,No Data,WOODWARD ST,Intersection,30.22964479,Daylight,-97.76025246,One Motor Vehicle - Turning Left,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,No Data,35,S CONGRESS AVE,3401,Dry,Signal Light,Cloudy,"Worn, Damaged",Pedalcyclist
12793595,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,121841644,Austin,No,No,Travis,0,0,1,2,0,Non-Incapacitating Injury,1920,1,0,2012,Monday,Pedalcyclist,No Data,N/A,Non Intersection,30.26899478,Daylight,-97.74246246,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,35,CONGRESS AVE,699,Dry,Signal Light,Clear,"Worn, Not Damaged",Pedalcyclist
12782082,No,No,No Data,Austin Police Department,FALSE,No Data,No Data,121851311,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,1641,1,0,2012,Tuesday,Pedalcyclist,No Data,N/A,Driveway Access,30.22189362,Daylight,-97.76459313,One Motor Vehicle - Turning Right,No Data,One Vehicle Leaving Driveway,No Data,Entrance To Or Exit From Private Property Or Driveway,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,40,S CONGRESS AVE,4109,Dry,None,Clear,Not Worn,Pedalcyclist
12793559,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,12-1890443,Austin,No,No,Travis,0,0,1,0,0,Non-Incapacitating Injury,223,1,2,2012,Saturday,Pedalcyclist,No Data,W 6TH ST,Intersection,30.26901478,"Dark, Lighted",-97.74629246,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,30,GUADALUPE ST,599,Dry,Signal Light,Clear,Unknown If Worn,Pedalcyclist
12828561,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,121891421,Austin,No,No,Travis,0,0,1,3,0,Non-Incapacitating Injury,1712,1,0,2012,Saturday,Pedalcyclist,No Data,E 6TH ST,Intersection,30.26678478,Daylight,-97.73825246,One Motor Vehicle - Turning Left,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,30,NECHES ST,599,Dry,Signal Light,Clear,Not Worn,Pedalcyclist
12833019,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,121891231,Austin,No,No,Travis,0,0,1,3,0,Non-Incapacitating Injury,1501,1,0,2012,Saturday,Pedalcyclist,No Data,WELLINGTON DR,Intersection,30.31229477,Daylight,-97.68808247,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,"Curve, Grade",Main/Proper Lane,On Roadway,No Data,30,GASTON PLACE DR,2098,Dry,Bike Lane,Clear,"Worn, Damaged",Pedalcyclist
12840808,No,No,25436,Austin Police Department,TRUE,25436,2014,12-1891527,Austin,No,No,Travis,0,0,1,0,0,Non-Incapacitating Injury,1600,1,1,2012,Saturday,Pedalcyclist,US Highway,BERKMAN DR,Intersection Related,30.3213932,Daylight,-97.68908316,One Motor Vehicle - Turning Right,5,Not Applicable,10,Not Applicable,"250,000 Pop And Over",No,NONE,190,US & State Highways,"Straight, Level",Service/Frontage Road,On Roadway,"4 Or More Lanes, Divided",45,US0290,NO DATA,Dry,Bike Lane,Clear,"Worn, Damaged",Pedalcyclist
12793501,Yes,No,No Data,Austin Police Department,TRUE,No Data,No Data,121910639,Austin,No,No,Travis,0,1,0,5,0,Incapacitating Injury,1011,1,0,2012,Monday,Pedalcyclist,No Data,S CONGRESS AVE,Intersection Related,30.22964479,Daylight,-97.76025246,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,No Data,35,WOODWARD ST,100,Dry,Signal Light,Clear,Not Worn,Pedalcyclist
12835118,Yes,No,No Data,Austin Police Department,FALSE,No Data,No Data,121910943,Austin,No,No,Travis,0,0,1,4,0,Non-Incapacitating Injury,1303,1,0,2012,Monday,Pedalcyclist,No Data,N/A,Non Intersection,30.26104754,Daylight,-97.75896891,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,35,BARTON SPRINGS RD,1375,Dry,Marked Lanes,Clear,Not Worn,Pedalcyclist
12835138,Yes,No,No Data,Austin Police Department,FALSE,No Data,No Data,121910851,Austin,No,No,Travis,0,0,0,1,0,Not Injured,1200,0,1,2012,Monday,Pedalcyclist,No Data,E 5TH ST,Intersection,30.26629493,Daylight,-97.74077327,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,30,SAN JACINTO BLVD,485,Dry,None,Clear,Not Worn,Pedalcyclist
12793753,No,No,No Data,Austin Police Department,FALSE,No Data,No Data,121931387,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,1743,1,0,2012,Wednesday,Pedalcyclist,No Data,N/A,Non Intersection,30.30161425,Daylight,-97.69542018,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,"Curve, Grade",Main/Proper Lane,On Roadway,No Data,40,E 51ST ST,1900,Dry,None,Cloudy,Unknown If Worn,Pedalcyclist
12835448,No,No,No Data,Austin Police Department,FALSE,No Data,No Data,121950426,Austin,No,No,Travis,0,0,1,0,0,Non-Incapacitating Injury,700,1,1,2012,Friday,Pedalcyclist,No Data,N/A,Non Intersection,30.32342977,Dusk,-97.72385747,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,0,GUADALUPE ST,5589,Dry,Bike Lane,Clear,Not Worn,Pedalcyclist
12805600,Yes,No,No Data,Austin Police Department,TRUE,No Data,No Data,121960633,Austin,No,No,Travis,0,0,1,2,0,Non-Incapacitating Injury,856,1,0,2012,Saturday,Pedalcyclist,No Data,N/A,Driveway Access,30.35812476,Daylight,-97.73030246,One Motor Vehicle - Going Straight,No Data,One Vehicle Leaving Driveway,No Data,Private Drive Or Road,"250,000 Pop And Over",No,NONE,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,45,BURNET RD,8001,Dry,None,Clear,Not Worn,Pedalcyclist
12835250,Yes,No,No Data,Austin Police Department,FALSE,No Data,No Data,12-1960952,Austin,No,No,Travis,0,0,0,3,0,Not Injured,1259,0,0,2012,Saturday,Pedalcyclist,No Data,UNKNOWN,Intersection Related,30.26526478,Daylight,-97.74385246,One Motor Vehicle - Turning Left,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,NONE,No Data,City Street,Unknown,Main/Proper Lane,On Roadway,No Data,35,W 3RD ST,100,Dry,Signal Light,Clear,Not Worn,Pedalcyclist
12835254,No,No,26658,Austin Police Department,FALSE,26658,2014,12-1961518,Austin,No,No,Travis,0,0,0,1,1,Possible Injury,1952,1,0,2012,Saturday,Pedalcyclist,Ranch To Mkt,NORTHLAND DR,Intersection Related,30.33474457,Daylight,-97.75200171,One Motor Vehicle - Going Straight,4,Not Applicable,0,Not Applicable,"250,000 Pop And Over",No,BIKE OF CYCLIST (COLNAGO),100,Farm To Market,Unknown,Main/Proper Lane,On Roadway,"4 Or More Lanes, Divided",0,RM2222,2954,Dry,Signal Light,Clear,Not Worn,Pedalcyclist
